id,recency,frequency,monetary,tenure,returns,channel_online
C02146,34,14,862,72,0,0.05
C02243,138,4,1762,60,1,0.13
C03355,42,9,556,64,1,0.26
C01926,36,2,346,4,0,0.44
C04378,178,1,339,53,0,0.2
C01702,26,8,840,58,1,0.31
C02738,9,15,603,54,0,0.06
C03680,35,18,531,40,0,0.13
C05908,23,10,1215,55,1,0.35
C01979,26,14,158,33,0,1
C04397,32,12,318,87,0,0
C05044,50,1,134,6,1,0.52
C00304,18,15,324,3,2,0.87
C04414,236,1,649,21,0,0.31
C01549,37,13,567,80,2,0.2
C01578,18,16,391,46,1,0.8
C05293,25,9,399,47,1,0.09
C01568,43,1,185,2,0,0.54
C03340,17,12,329,16,2,0.93
C03406,14,14,814,78,1,0.24
C05101,29,5,172,1,0,0.75
C01940,217,4,4039,52,0,0.5
C05910,42,11,414,72,0,0.04
C04834,46,1,773,35,1,0.26
C01785,11,18,427,21,2,0.9
C03133,36,14,697,54,0,0.15
C03430,74,3,513,3,0,0.53
C02943,35,8,352,20,1,0.96
C03217,23,15,603,70,3,0.04
C01316,44,4,300,4,0,0.6
C00598,29,17,366,46,2,0.61
C04781,34,13,1708,55,1,0.17
C02252,37,12,1062,59,0,0.05
C04775,34,4,444,3,0,0.63
C02527,78,2,185,8,0,0.44
C02628,21,8,593,39,0,0.07
C05009,20,5,610,47,0,0.24
C00593,25,3,394,3,3,0.61
C00132,40,8,391,71,1,0.02
C00041,19,17,147,43,1,1
C04105,44,15,674,70,0,0.12
C02540,6,12,135,20,4,0.91
C05223,14,13,148,58,6,0.94
C03663,25,15,182,59,1,0.77
C04697,25,12,1410,60,2,0.26
C00250,270,1,2484,43,1,0.46
C03550,15,17,931,94,1,0.17
C01731,15,15,629,53,1,0.07
C04226,32,10,2332,62,1,0
C01225,31,13,485,33,2,0.96
C05454,7,11,1618,68,0,0.13
C05896,147,2,2108,49,0,0.47
C03626,26,11,469,57,1,0
C04147,143,5,2244,39,0,0.38
C01599,14,14,216,48,2,0.93
C02440,0,2,180,4,1,0.38
C03675,20,11,775,36,2,0.04
C04437,21,15,226,30,1,1
C01783,35,3,162,2,2,0.4
C03123,28,13,697,84,1,0
C03766,62,12,393,43,0,0.19
C04459,326,1,1013,38,0,0.63
C00442,25,14,385,25,4,0.79
C01733,22,11,578,48,1,0
C04866,22,7,170,41,0,1
C00688,27,20,249,37,1,0.81
C00510,126,2,2710,52,0,0.14
C05465,13,9,817,47,1,0.16
C03431,50,4,305,5,0,0.33
C00181,64,9,820,43,0,0.22
C04374,62,11,730,52,0,0
C04797,225,4,519,29,1,0.52
C03819,23,15,327,32,1,0.89
C03605,15,9,595,58,1,0
C00841,24,18,150,39,2,1
C02711,58,3,251,4,0,0.63
C01104,33,11,712,25,0,0.85
C03448,271,5,989,39,0,0.46
C05400,294,5,1086,48,0,0.5
C01005,8,4,112,4,0,0.52
C04592,48,11,718,18,1,0
C04028,45,3,340,1,1,0.47
C05070,30,24,225,47,3,0.96
C01233,26,12,559,35,0,0
C03056,35,14,481,42,1,1
C02670,25,11,572,56,1,0
C02045,230,2,2262,59,3,0.19
C05148,32,10,292,32,2,0.81
C03500,13,19,300,32,1,0.86
C05030,48,17,273,38,3,0.9
C03445,15,8,446,52,2,1
C02518,42,3,121,5,0,0.66
C01891,95,2,1938,37,3,0.33
C03549,18,20,232,33,2,0.96
C05868,8,15,233,100,0,0.15
C02990,13,11,717,58,1,0.05
C00443,21,3,125,5,0,0.68
C03912,29,8,709,71,0,0.17
C05067,36,2,152,2,0,0.69
C05712,44,4,293,4,0,0.62
C01312,210,3,3134,61,3,0.28
C02165,45,13,635,60,0,0.3
C04158,30,11,1311,106,1,0
C01516,198,4,4469,63,1,0.27
C03546,27,12,987,37,1,0
C00124,50,11,749,42,0,0.17
C03076,193,4,2016,16,0,0.38
C04623,27,17,306,27,2,0.87
C05877,208,5,2423,48,2,0.44
C04123,18,12,404,49,0,0.07
C05730,11,3,131,5,0,0.59
C02905,147,2,2498,60,1,0.53
C03842,6,11,896,48,0,0.06
C03281,35,5,222,3,1,0.45
C05602,256,3,2737,30,1,0.25
C01343,35,21,171,25,2,1
C05933,351,1,2064,68,0,0.23
C05840,47,9,574,41,2,0.05
C01809,43,2,107,8,0,0.52
C02611,25,7,446,44,1,0.12
C00440,203,2,2050,39,1,0.37
C01241,162,3,1782,45,0,0.1
C00214,17,7,355,40,1,0
C01472,33,17,274,33,0,0.92
C02206,263,1,1698,22,0,0.44
C02116,34,12,583,61,1,0.31
C03380,28,5,249,1,1,0.85
C01475,18,22,276,47,1,0.92
C04157,25,7,903,42,3,0.13
C01200,39,9,1304,56,0,0.26
C02739,43,13,754,43,1,0.16
C03166,50,15,1006,41,0,0.05
C00419,197,4,2833,18,0,0.38
C04373,28,10,213,28,3,0.79
C03326,343,4,1395,54,1,0.44
C04892,36,7,751,91,1,0.01
C00609,49,12,273,61,1,0.09
C04943,219,2,1555,34,0,0.18
C03697,29,11,396,93,2,0.14
C04041,39,10,1520,54,0,0
C01001,29,13,1428,76,0,0.1
C00221,38,11,258,24,1,1
C04424,185,2,1972,49,0,0.37
C00948,33,10,1143,81,1,0.04
C02408,8,7,1186,62,1,0.32
C02051,24,10,127,23,1,1
C03035,169,3,776,52,0,0.31
C04939,73,3,287,2,0,0.57
C00166,34,18,317,68,1,0.8
C01841,23,13,468,45,1,0.28
C02924,35,9,133,28,2,0.87
C01426,41,7,646,69,2,0.04
C03143,27,10,1359,63,1,0.03
C01006,45,2,253,1,0,0.67
C01541,40,11,511,47,1,0
C05197,12,14,259,40,0,0.76
C02424,188,4,1043,47,0,0.33
C02174,272,4,1848,50,0,0.27
C05648,4,14,217,13,0,0.76
C01716,40,21,169,31,2,1
C04824,26,14,562,52,1,1
C02397,29,10,635,65,0,0.09
C02425,74,12,1412,38,0,0.13
C02198,40,9,887,88,0,0
C04456,40,14,185,32,0,0.82
C04968,89,6,756,62,0,0.5
C03930,30,18,173,15,0,0.86
C04074,34,16,226,26,2,1
C01978,70,2,90,3,0,0.56
C00496,25,12,403,28,2,0.94
C01489,29,10,347,3,0,0.91
C03424,65,3,99,10,0,0.37
C05304,8,9,525,36,0,0.15
C01154,23,10,394,34,3,0.9
C03312,28,15,405,17,3,0.95
C03404,60,2,229,4,0,0.36
C01634,13,3,134,3,0,0.48
C00820,161,4,750,41,0,0.42
C00959,175,1,904,65,0,0.57
C02197,38,16,576,18,0,0.89
C01459,55,16,1284,29,0,0.25
C04257,25,12,108,24,3,0.95
C04267,43,10,654,49,0,0.17
C04972,13,12,217,36,2,0.87
C02500,12,9,1025,72,0,0.24
C04810,294,2,2994,51,0,0.13
C00619,144,3,1600,33,0,0.14
C03293,24,7,1050,74,0,0.1
C03825,34,17,225,21,4,0.9
C04238,214,2,992,50,0,0.44
C00582,25,14,355,24,0,0.98
C01898,224,4,1066,63,0,0.17
C00131,38,8,651,58,0,0.16
C01773,19,11,872,73,1,0.31
C05603,16,4,94,4,0,0.52
C03226,249,3,1641,47,1,0.36
C01409,53,10,703,81,1,0.26
C01307,26,12,651,90,1,0.17
C05998,203,4,1909,34,0,0.47
C05921,28,3,142,6,1,0.72
C01202,44,11,815,74,0,0.02
C01302,183,1,1653,39,0,0.39
C03539,26,2,1299,16,0,0.05
C03534,30,16,267,22,2,0.9
C02029,22,15,253,48,2,0.85
C00006,54,14,1390,64,2,0.07
C01734,50,14,204,49,3,0.75
C05647,66,4,170,5,2,0.68
C01036,239,4,427,51,0,0.23
C05348,60,9,1124,74,0,0.24
C03325,61,4,152,6,3,0.72
C02038,68,3,145,1,1,0.68
C02991,35,11,522,58,0,0
C03348,161,7,3883,44,0,0.5
C03345,30,14,793,63,1,0.24
C05526,230,1,1709,31,2,0.36
C04839,60,2,294,5,0,0.71
C00792,13,18,236,14,3,0.78
C04274,42,11,745,46,1,0.95
C02981,68,15,1241,80,0,0.03
C02722,38,5,122,2,0,0.52
C02277,58,15,1040,46,0,0
C01028,28,16,745,61,1,0
C02989,239,4,1576,37,0,0.2
C00204,56,16,1050,90,0,0.06
C01761,20,12,344,50,2,1
C00748,27,14,225,25,1,0.72
C02482,43,13,640,47,0,0.12
C05940,45,13,765,37,1,0
C02012,34,14,1079,32,2,0.19
C04593,0,14,197,23,2,0.86
C03920,132,5,1800,24,0,0.37
C02923,32,3,69,4,0,0.51
C02822,44,13,652,61,0,0.15
C03925,252,3,3695,44,0,0.24
C04284,35,12,1008,57,2,0.32
C05050,51,2,132,2,1,0.67
C03584,72,8,1087,54,0,0.08
C00194,16,17,130,16,4,0.93
C05464,279,4,584,57,1,0.35
C01159,200,2,836,41,1,0.22
C05035,252,4,2975,36,0,0.37
C03387,30,7,201,26,1,0.81
C02324,203,3,2868,32,0,0.35
C02666,43,6,521,79,0,0.25
C05350,36,9,487,65,1,0.31
C03394,41,7,726,62,0,0.06
C04201,177,4,3211,53,1,0.52
C02002,182,3,2342,64,0,0.35
C01410,126,4,637,63,0,0.16
C02571,188,6,1040,31,0,0.25
C00648,194,3,2001,66,0,0.41
C00819,17,2,342,5,1,0.61
C00601,43,13,546,48,1,0.18
C03209,41,10,888,72,0,0.1
C01129,232,1,2211,50,0,0.25
C01507,21,13,288,18,3,0.88
C03911,156,4,591,47,0,0.29
C02999,0,12,1275,83,2,0.26
C03053,16,11,335,30,3,1
C02345,20,8,676,74,1,0.22
C05990,6,9,760,50,0,0
C00170,5,10,774,42,0,0.1
C05492,28,12,787,50,0,0.02
C04699,230,2,1298,28,0,0.1
C03102,21,10,906,69,0,0
C03649,15,13,1553,71,1,0
C00977,12,4,405,4,1,0.51
C02521,42,14,810,100,0,0.01
C00824,48,9,1097,101,0,0.23
C00755,54,5,218,4,0,0.61
C01658,42,11,283,29,2,0.91
C02821,252,1,781,64,0,0.47
C00578,38,1,286,7,0,0.44
C04113,47,15,1466,45,0,0.19
C01112,32,16,175,24,1,1
C02099,46,7,660,90,1,0.19
C01593,56,8,494,45,0,0.27
C05403,13,10,1269,76,1,0.11
C03847,21,18,173,35,1,0.76
C00316,27,16,163,37,3,0.94
C01802,172,4,1783,35,0,0.41
C00231,48,13,719,21,2,0
C03758,2,10,883,5,1,0.9
C03900,65,11,489,61,1,0.17
C01394,74,4,179,1,1,0.47
C04842,21,14,328,62,0,0
C02606,31,9,152,34,2,1
C02583,33,3,138,3,1,0.58
C05207,21,11,647,62,0,0.12
C05887,207,3,2191,49,1,0.4
C04585,35,2,235,4,0,0.56
C03829,320,1,4418,34,0,0.18
C02867,21,11,392,28,2,0.93
C05309,19,12,295,16,1,0.98
C04268,327,4,4187,28,1,0.5
C03813,39,13,527,49,2,0.19
C01148,273,3,948,52,3,0.34
C05190,30,12,1232,24,0,0.17
C01526,70,4,178,4,0,0.6
C02501,59,2,183,5,0,0.42
C03465,259,5,1455,50,1,0.3
C00706,43,2,271,2,0,0.44
C05528,49,5,230,6,0,0.56
C05854,30,12,231,10,4,0.85
C00928,39,17,272,36,3,1
C01824,36,10,993,55,0,0.3
C04766,24,16,544,33,1,0.87
C04726,36,12,197,10,4,0.99
C04849,38,3,212,4,0,0.65
C00343,38,12,1016,38,1,0
C00752,17,10,225,40,0,0.97
C02799,5,16,266,26,2,1
C03077,27,22,141,35,0,1
C03078,34,15,441,65,2,0
C04910,44,8,981,58,0,0.21
C04258,16,16,148,36,0,0.81
C05355,21,16,805,83,1,0.25
C02826,33,10,1170,80,0,0
C00428,51,9,1554,36,0,0.12
C00993,51,15,628,65,0,0.02
C02214,26,19,148,11,1,0.95
C05112,38,11,1156,54,0,0.12
C01983,41,10,551,61,0,0.27
C00024,58,4,373,8,0,0.62
C00604,264,2,1269,44,0,0.4
C04912,18,13,566,79,0,0.17
C04046,31,9,728,74,1,0.08
C00691,29,14,1559,79,3,0.04
C03616,22,7,564,103,1,0.01
C05723,15,12,977,59,0,0.05
C00107,24,3,303,3,0,0.91
C05835,317,1,2416,48,1,0.71
C04254,55,5,175,5,0,0.59
C04061,78,4,144,1,0,0.45
C05038,30,12,483,31,1,0.04
C01988,33,8,753,10,1,0.93
C04455,49,7,179,42,2,1
C05702,40,10,1293,72,0,0.21
C02376,34,12,522,64,0,0.21
C01612,13,12,414,54,1,0.11
C04856,40,8,1010,63,0,0.11
C05413,23,10,360,77,0,0
C00360,43,5,156,5,0,0.77
C02884,39,10,741,77,0,0
C04474,235,2,880,31,0,0.25
C04097,157,1,2225,51,0,0.3
C00478,44,11,1265,87,1,0.2
C03601,44,8,401,33,0,0
C03828,18,18,174,16,1,0.74
C03137,25,13,814,66,1,0.13
C04051,185,4,1969,43,0,0.44
C04439,39,3,154,5,1,0.51
C00044,16,15,757,35,2,0.39
C00692,27,10,161,19,0,0.93
C03042,43,4,136,5,1,0.51
C00525,27,12,345,39,2,0.92
C02017,25,15,831,84,1,0.21
C00674,32,5,375,1,0,0.38
C01644,0,3,130,4,1,0.49
C02553,3,12,250,38,1,0.82
C01395,238,5,1497,39,1,0.21
C03037,121,5,1330,62,0,0.37
C01705,19,12,306,74,0,0.11
C02787,14,17,100,10,2,0.73
C04128,29,4,238,4,1,0.48
C00863,58,3,187,3,0,0.55
C02602,25,9,586,99,1,0.1
C00847,50,1,232,5,0,0.47
C02509,35,8,748,68,0,0.02
C02560,276,3,1021,52,0,0.33
C01174,43,13,539,29,4,0.01
C05475,43,15,195,29,4,0.93
C03845,25,2,165,1,0,0.64
C03516,28,10,1033,60,1,0.14
C02400,9,16,238,26,1,0.8
C01484,49,13,769,71,0,0.29
C00387,19,11,685,56,0,0.3
C04882,104,3,2219,57,0,0.51
C00236,26,13,396,15,2,0.88
C01585,269,5,1878,41,0,0.21
C00569,13,17,180,24,5,1
C05605,24,15,451,15,0,0.95
C01975,18,12,1190,41,2,0.17
C03127,40,13,313,6,1,1
C05299,334,2,1967,49,1,0.46
C04790,23,9,1256,32,0,0.16
C03614,28,8,927,63,1,0.16
C03073,20,10,241,26,6,1
C00078,40,9,798,48,0,0.18
C00433,262,2,2386,61,2,0.31
C02074,33,2,56,2,1,0.58
C04304,72,3,93,4,0,0.54
C00961,90,8,140,6,0,0.53
C04595,41,10,962,91,0,0
C03893,69,3,187,4,1,0.58
C04706,18,13,734,74,1,0.06
C02617,44,16,219,24,3,0.66
C03593,28,24,388,7,3,1
C05206,0,10,991,63,1,0
C05220,30,12,637,20,2,1
C01567,31,13,381,63,0,0.03
C04104,24,10,1171,57,0,0.28
C01398,26,16,609,63,0,0
C04394,55,12,467,91,0,0.34
C03523,52,9,881,55,2,0
C04483,0,2,143,3,0,0.61
C04971,6,12,908,73,0,0.14
C05143,31,13,604,59,2,0.18
C04233,0,11,791,70,0,0
C00333,25,13,477,64,0,0.04
C05585,32,12,361,35,1,0.97
C01334,0,4,206,1,0,0.67
C05941,29,3,137,3,0,0.83
C02769,32,5,137,5,1,0.73
C02210,39,14,125,14,2,0.77
C04819,30,8,745,60,0,0
C03985,191,4,656,36,0,0.25
C01176,216,2,2004,38,0,0.65
C04478,189,4,630,47,0,0.28
C01412,29,17,79,28,0,0.83
C00608,144,1,1350,52,1,0.31
C01996,298,2,1232,34,1,0.36
C05272,237,2,808,27,0,0.41
C00347,34,7,1248,76,0,0.08
C04429,60,2,295,4,0,0.43
C00729,25,14,603,30,2,1
C00294,13,20,689,52,1,0.96
C05903,47,5,179,3,0,0.45
C01058,30,12,285,5,1,0.99
C04536,24,15,643,59,1,0.08
C02941,30,3,267,4,0,0.56
C01087,21,3,273,4,0,0.72
C02022,41,16,704,74,0,0
C03265,211,1,733,33,0,0.24
C04012,25,14,417,25,3,0.79
C02079,29,12,1077,50,1,0
C02957,209,5,815,72,0,0.42
C01481,43,13,988,42,1,0.22
C04876,31,6,823,42,1,0.16
C02016,21,10,518,58,1,0
C02190,30,12,447,47,3,0.16
C00901,12,10,453,70,0,0.04
C05077,10,13,810,50,1,0.04
C05097,18,11,881,63,1,0.23
C05578,36,13,694,78,1,0.14
C02747,26,14,227,1,0,0.89
C00345,14,4,154,3,1,0.4
C04435,19,11,479,75,0,0.1
C05194,13,17,150,40,1,0.67
C05170,33,13,624,43,2,0.15
C05391,18,14,300,31,1,0.98
C00370,40,3,64,2,0,0.59
C05137,262,2,1184,54,0,0.29
C02520,53,12,1638,65,0,0.11
C05179,49,6,637,82,0,0.18
C01575,234,4,1724,52,0,0.45
C05512,14,9,449,36,1,0.82
C03212,25,9,1027,58,0,0
C03499,223,1,1223,22,1,0.32
C00412,58,13,722,67,1,0.01
C02091,37,6,94,3,1,0.63
C02061,24,5,115,1,0,0.43
C02442,79,6,251,1,1,0.68
C02251,228,4,1831,51,0,0.58
C02933,25,15,781,33,1,1
C05083,12,11,329,30,2,0.84
C00469,36,12,972,78,0,0.11
C05187,10,1,385,2,1,0.41
C02977,13,15,978,69,1,0.16
C03399,147,3,5531,43,0,0.4
C02475,65,5,1115,44,0,0.01
C01908,238,4,3304,69,0,0.37
C01299,25,16,481,35,2,0.87
C04122,30,12,160,32,0,0.68
C00062,24,15,543,46,0,0
C04872,40,3,216,3,0,0.54
C02810,52,1,252,6,0,0.57
C04660,48,15,847,64,1,0.33
C01596,37,10,1337,47,0,0.03
C02040,165,1,846,62,2,0.41
C02530,25,10,1086,43,1,0.09
C04830,19,8,1296,69,1,0.13
C05665,37,10,745,79,0,0.11
C04214,39,4,143,3,0,0.72
C01403,232,3,1214,50,2,0.2
C03364,55,14,1331,41,3,0.2
C04601,7,16,165,17,0,0.8
C01627,30,7,647,100,2,0.32
C03484,251,3,679,53,0,0.35
C02548,21,12,571,64,1,0.01
C01834,7,11,182,11,2,1
C00503,191,1,788,49,0,0.43
C05826,24,10,462,25,2,0.06
C04282,35,10,172,25,0,0.78
C00517,37,7,365,82,0,0.11
C01294,196,3,2732,53,0,0.36
C03581,248,4,788,53,0,0.42
C02515,201,4,895,22,1,0.19
C04077,38,12,525,53,0,0.03
C01879,21,11,364,49,0,0
C04850,24,16,337,42,5,0.92
C01434,247,6,1301,47,0,0.43
C01529,0,5,273,25,1,1
C01493,6,10,223,9,3,0.67
C05545,9,16,193,17,1,0.82
C04556,138,1,3708,50,0,0.46
C03189,70,10,966,33,1,0.12
C02203,114,4,2950,63,0,0.55
C03894,66,2,176,4,1,0.68
C05836,233,2,2958,60,0,0.28
C04462,39,2,164,1,0,0.72
C04569,260,2,1641,79,0,0.35
C04579,2,9,228,19,0,0.8
C01995,202,1,1237,50,0,0.38
C01362,258,6,739,74,1,0.52
C05328,230,2,3789,47,1,0.31
C02078,174,1,1284,41,1,0.28
C05439,52,7,1822,112,0,0.19
C00949,240,3,2777,45,2,0.37
C00592,34,4,83,7,0,0.5
C00683,225,3,854,74,1,0.41
C02508,178,2,2855,60,1,0.46
C05727,42,11,845,54,1,0.11
C00247,205,3,867,20,1,0.42
C03170,40,14,1437,48,1,0.06
C04715,183,4,1099,45,1,0.5
C01364,28,9,962,35,1,0.07
C05127,282,2,2649,36,3,0.23
C01989,8,3,271,4,0,0.61
C03052,41,5,160,6,0,0.6
C02142,36,15,568,51,0,0.05
C04466,18,6,1456,46,1,0.13
C02806,27,18,807,14,3,0.89
C04516,272,1,2301,68,0,0.28
C04801,65,5,475,5,1,0.52
C05750,43,6,669,3,0,0.75
C02971,231,2,1680,56,0,0.41
C03494,42,6,151,5,0,0.52
C00800,7,13,524,57,0,0.18
C01657,26,20,466,20,2,0.84
C05534,45,1,124,4,0,0.53
C02403,105,1,1649,20,1,0.61
C02119,39,13,389,23,1,1
C03902,8,9,1485,54,1,0.11
C02363,18,12,636,56,0,0.09
C01469,17,6,405,51,0,0.31
C04436,58,15,710,67,0,0.08
C03030,78,2,255,1,0,0.56
C02615,261,4,1806,67,0,0.29
C00481,13,4,134,3,0,0.76
C02782,49,5,345,3,0,0.47
C00342,34,17,954,36,0,0.06
C01077,29,9,193,24,2,0.84
C00149,266,4,1051,34,0,0.34
C00770,28,10,135,51,2,0.98
C01013,49,4,133,3,0,0.39
C00322,37,10,722,45,2,0.13
C04741,21,13,152,1,3,0.87
C03153,50,9,1909,91,1,0.04
C01816,65,3,174,2,0,0.56
C00049,30,11,213,46,2,1
C04293,10,2,105,1,0,0.62
C04664,40,17,775,62,0,0.13
C00840,14,11,906,73,0,0.02
C02041,50,9,653,76,1,0.02
C02159,46,10,1019,57,0,0
C02557,25,21,189,38,0,0.8
C02250,40,1,171,4,0,0.41
C03128,224,2,1631,72,0,0.29
C03175,19,2,204,5,1,0.85
C04768,53,8,904,46,2,0
C05951,28,11,742,61,0,0
C05900,42,13,880,48,1,0.09
C05851,35,15,1064,73,2,0.03
C01290,43,7,294,45,0,0.2
C02762,19,1,173,3,0,0.65
C04518,33,11,590,73,1,0.33
C02805,24,13,440,33,0,0
C01945,29,4,535,75,0,0
C04176,14,7,203,26,4,0.9
C05797,38,1,160,3,0,0.54
C00125,24,12,111,38,2,1
C00671,18,12,168,46,1,0.81
C04464,39,2,172,4,1,0.53
C02968,259,4,2769,35,1,0.25
C03543,28,7,279,39,0,0.02
C00317,9,10,908,77,1,0.12
C02485,23,13,228,26,1,0.85
C03232,30,11,514,68,0,0.25
C03389,177,2,1270,49,0,0.52
C02554,22,15,616,67,0,0.31
C00396,48,4,253,1,0,0.5
C03191,226,4,2947,59,1,0.67
C04334,27,11,170,43,1,1
C05952,6,16,293,18,1,0.82
C05332,10,11,434,24,1,0
C00495,268,3,1037,34,0,0.32
C04216,7,12,1375,64,1,0.36
C02565,27,1,282,3,3,0.63
C00861,22,12,532,43,2,0.08
C04278,11,13,751,49,1,0.1
C03071,22,18,286,29,3,1
C02430,207,2,1604,64,1,0.44
C04109,21,11,573,26,1,0.89
C03942,37,12,803,62,0,0.17
C03485,23,2,91,1,1,0.63
C05655,21,13,190,31,1,0.84
C02672,25,4,1175,41,0,0.13
C03557,232,3,1996,68,2,0.39
C03963,41,15,751,67,2,0.19
C01924,48,10,1147,59,0,0.31
C04692,13,15,304,15,1,1
C04748,36,4,162,4,0,0.64
C05114,41,6,415,71,0,0.32
C02668,44,11,658,63,1,0.09
C02222,26,13,373,21,2,0.76
C04261,33,4,195,2,0,0.51
C01453,49,1,109,1,0,0.63
C00051,158,2,2543,57,0,0.3
C02750,60,5,1241,68,1,0.13
C04765,283,4,2051,27,0,0.46
C03154,31,15,141,10,1,0.68
C03363,48,21,258,31,1,1
C02635,32,11,334,30,1,0.98
C03954,14,8,1290,44,1,0
C01972,15,2,292,2,0,0.57
C05808,14,15,224,10,0,0.95
C05193,28,9,1009,51,0,0.09
C03913,202,4,2063,48,1,0.48
C01577,26,12,432,71,0,0
C04259,25,11,1221,63,1,0.07
C01808,38,18,173,28,0,1
C02986,37,15,835,96,0,0.19
C01165,11,7,61,5,1,0.63
C01113,32,4,165,7,0,0.61
C00164,29,20,154,26,2,0.95
C02732,22,13,761,69,1,0.09
C01867,17,2,77,4,1,0.68
C02004,309,4,3322,38,0,0.26
C03648,46,9,263,91,0,0.23
C05139,280,4,2005,45,0,0.12
C05120,285,2,528,43,0,0.37
C00200,38,8,1225,57,0,0.01
C02872,308,1,3858,49,1,0.23
C04145,36,9,444,35,2,0.78
C04867,15,7,433,42,3,0.9
C03797,47,11,795,58,0,0.01
C01894,15,21,306,26,2,0.96
C04663,38,12,217,21,1,0.87
C05317,22,13,494,77,0,0.3
C02683,31,12,765,49,3,0.17
C03221,287,3,1961,67,0,0.52
C01832,320,2,804,40,0,0.46
C02954,22,15,630,49,1,0.13
C05581,117,2,1529,63,2,0.3
C01282,73,1,1882,110,1,0.37
C00109,58,12,729,60,1,0
C04117,37,12,239,34,2,1
C02481,45,4,237,3,0,0.6
C00935,19,17,133,44,2,0.91
C05474,33,2,199,2,0,0.71
C02864,16,12,441,48,1,0.1
C04643,244,4,1983,38,0,0.2
C01839,12,12,220,21,0,1
C00771,178,1,1964,44,1,0.41
C02093,50,1,356,4,1,0.53
C00876,219,5,1588,52,0,0.3
C04292,123,5,1578,55,0,0.28
C03879,45,8,158,37,3,0.98
C04381,46,1,118,6,0,0.48
C03461,36,7,741,48,0,0.05
C02748,20,13,386,24,1,0.84
C05862,21,10,724,96,2,0.19
C03245,54,1,313,3,0,0.52
C02164,0,17,257,63,1,0.05
C03505,41,12,263,11,0,0.83
C05200,46,3,145,4,1,0.44
C03683,24,11,1811,76,1,0.27
C04006,15,8,552,63,1,0.05
C01786,26,8,630,48,2,0.19
C03000,32,13,546,43,0,0.04
C04475,43,16,443,28,0,1
C02497,30,12,464,11,2,0.87
C00988,0,8,988,47,1,0.18
C03830,28,12,657,27,2,0.92
C03032,24,12,957,34,0,0
C02756,26,15,311,7,1,0.82
C01191,185,1,1331,33,1,0.14
C05628,40,5,152,4,0,0.47
C02157,5,14,705,99,1,0.15
C01947,96,2,1112,37,0,0.43
C00120,267,2,446,27,0,0.3
C03080,28,11,400,25,3,1
C04111,32,13,697,70,1,0.27
C02200,12,8,930,60,1,0.04
C03630,7,2,73,2,1,0.37
C00638,38,1,174,2,0,0.4
C05073,39,8,488,41,0,0
C02132,31,13,273,42,1,1
C03969,245,1,1149,38,0,0.39
C02331,25,12,568,59,1,0.17
C01546,30,13,237,7,0,1
C02858,298,2,1048,56,0,0.38
C01099,258,2,2169,35,0,0.34
C03611,8,3,146,3,0,0.49
C00339,18,14,351,58,0,0.08
C02935,49,15,1100,52,0,0
C02949,164,2,2364,34,0,0.41
C05064,243,2,889,60,1,0.21
C00232,0,14,1220,55,2,0.18
C02428,39,1,235,8,1,0.52
C02014,35,12,1314,77,0,0.11
C00675,7,17,256,92,0,0
C02567,316,2,701,64,1,0.4
C01892,49,18,306,25,1,0.8
C02037,34,12,858,83,1,0.25
C04853,12,10,628,61,3,0.16
C03393,227,2,4308,50,1,0.41
C01211,56,4,215,4,0,0.61
C04694,293,1,3758,70,0,0.44
C01833,18,11,183,35,2,0.86
C05588,17,10,280,36,1,1
C01799,70,4,179,3,0,0.47
C01745,250,4,1625,43,1,0.57
C04263,30,11,125,17,2,1
C04487,26,9,324,36,1,0.87
C05777,67,5,342,4,0,0.36
C04063,19,10,1049,88,0,0.18
C02447,12,15,241,34,2,0.97
C00653,35,11,741,76,0,0.16
C05402,5,12,914,97,0,0
C00527,26,16,531,80,2,0.23
C04087,31,2,222,2,1,0.51
C01882,26,12,665,47,0,0.18
C00280,84,3,138,2,0,0.55
C01439,169,4,2863,21,0,0.39
C01057,43,13,302,30,1,0.9
C00963,26,8,675,77,0,0.03
C00965,23,14,609,64,0,0.24
C02956,25,6,555,81,0,0.16
C00177,32,5,124,2,0,0.49
C04043,55,18,472,15,0,0
C00663,83,3,1351,45,0,0.39
C00702,33,15,797,72,0,0.05
C04794,24,7,766,105,1,0.13
C05423,40,12,1014,26,0,0.09
C02042,35,3,93,4,0,0.62
C04868,268,3,2522,52,0,0.49
C02401,29,11,1218,47,2,0.1
C02631,32,12,1014,42,1,0.15
C04626,0,11,522,71,1,0.2
C05930,36,12,700,62,0,0
C01931,251,4,2954,20,0,0.39
C05947,98,4,1822,55,0,0.31
C05889,27,3,299,2,1,0.64
C01272,28,7,768,59,0,0.09
C05505,41,9,1581,73,1,0.1
C03978,21,13,231,36,1,0.79
C02187,22,16,123,49,1,1
C02487,36,9,339,54,0,0
C05771,39,12,813,41,0,0.1
C01010,18,12,101,27,2,0.79
C03282,54,9,617,76,1,0.16
C02117,43,7,894,79,3,0.19
C02338,56,4,78,3,0,0.67
C04804,28,18,927,60,0,0.09
C00043,167,4,2740,35,0,0.3
C00355,36,19,522,44,0,0.29
C02294,24,1,276,1,0,0.51
C03910,85,4,257,9,0,0.39
C02713,25,3,146,1,0,0.66
C01020,45,11,211,46,1,0.83
C00416,13,10,531,43,0,0
C03621,43,5,129,5,0,0.54
C00577,43,10,201,19,4,1
C01046,37,3,199,2,1,0.53
