id,tenure_months,monthly_charge,contract,internet,tech_support,online_security,streaming_tv,paperless,payment,senior,partner,dependents,phone_lines,support_calls,late_payments,data_gb,referred,region,churn
T05315,10,86.1,one-year,dsl,no,no,yes,yes,mailed check,0,yes,no,1,1,0,29,no,north,no
T04850,79,101.6,month-to-month,dsl,yes,no,no,yes,bank transfer,0,yes,no,1,1,1,72,no,centre,no
T02056,35,61.3,month-to-month,dsl,yes,no,yes,yes,card,0,no,no,2,1,0,65,no,north,no
T01320,2,86.7,month-to-month,dsl,no,no,yes,no,mailed check,0,yes,no,1,0,2,76,no,south,yes
T02376,2,67.6,one-year,fibre,no,yes,yes,no,card,0,no,no,1,1,1,115,no,north,yes
T04865,7,25.2,month-to-month,fibre,yes,yes,no,yes,mailed check,1,yes,yes,2,0,0,236,yes,north,no
T03729,17,39.3,month-to-month,none,yes,no,yes,no,card,1,yes,no,2,0,0,59,yes,south,no
T05389,2,102.2,month-to-month,dsl,no,no,yes,no,bank transfer,1,no,no,1,1,0,70,no,south,yes
T06842,21,75,one-year,fibre,yes,yes,no,yes,e-check,0,yes,no,1,1,0,72,yes,centre,no
T05626,53,27.2,month-to-month,fibre,no,no,no,yes,bank transfer,0,no,no,1,2,0,13,yes,islands,no
T00296,35,64.9,month-to-month,dsl,no,no,yes,no,mailed check,0,no,no,3,2,1,62,no,north,no
T04225,6,70,two-year,fibre,no,yes,no,yes,card,0,yes,yes,1,2,0,105,no,islands,no
T00287,150,57.2,month-to-month,fibre,yes,no,no,yes,e-check,0,yes,yes,2,0,0,35,no,centre,yes
T01615,48,96.1,two-year,fibre,no,no,no,no,e-check,0,no,no,2,1,1,163,no,north,no
T01972,10,74.7,month-to-month,none,yes,yes,yes,no,e-check,0,no,no,1,1,0,70,no,centre,no
T06812,66,36.8,month-to-month,none,no,no,no,yes,e-check,0,yes,no,3,1,1,100,no,islands,no
T05289,2,31.2,one-year,fibre,yes,yes,no,yes,bank transfer,0,yes,no,1,2,0,32,yes,south,no
T00783,25,106.8,month-to-month,fibre,no,no,yes,no,bank transfer,0,yes,no,2,0,1,119,no,centre,no
T06912,5,30.8,one-year,none,no,no,yes,yes,card,0,no,no,1,0,0,91,no,centre,no
T02174,19,104.6,one-year,fibre,no,yes,yes,yes,card,0,yes,no,1,0,1,61,no,centre,no
T06464,8,107,one-year,dsl,no,yes,no,no,mailed check,0,yes,no,2,2,0,72,no,north,no
T06095,6,89.2,month-to-month,fibre,yes,no,yes,yes,card,0,no,yes,1,1,1,82,no,south,no
T00588,5,68.5,one-year,fibre,yes,yes,no,yes,card,0,yes,no,1,0,0,68,no,south,no
T05427,13,77.5,month-to-month,fibre,no,no,no,no,e-check,0,no,no,1,1,0,46,no,islands,yes
T03445,12,45.3,month-to-month,fibre,no,no,yes,yes,bank transfer,0,no,yes,1,1,0,36,no,south,no
T06325,18,45.4,two-year,fibre,yes,no,no,yes,bank transfer,0,yes,no,0,0,0,17,no,centre,no
T03267,4,99.6,month-to-month,dsl,no,no,no,no,card,0,no,yes,1,0,0,34,no,north,yes
T05357,39,108.5,month-to-month,fibre,no,yes,no,yes,bank transfer,0,yes,yes,1,1,0,77,no,south,yes
T03617,21,60.2,month-to-month,fibre,no,no,no,yes,bank transfer,0,yes,yes,1,0,0,58,no,north,no
T00366,15,84.5,month-to-month,none,no,yes,yes,yes,e-check,0,no,no,1,1,1,69,no,centre,no
T05201,68,80.9,month-to-month,dsl,no,yes,yes,yes,bank transfer,0,yes,no,1,0,0,55,no,north,no
T00534,102,41.5,month-to-month,none,no,yes,no,no,card,1,yes,yes,1,2,1,96,yes,islands,yes
T01016,14,79.6,month-to-month,dsl,yes,no,yes,yes,e-check,0,yes,no,1,0,1,132,no,centre,yes
T06252,38,87.7,month-to-month,fibre,no,no,no,no,bank transfer,0,yes,no,3,0,2,65,no,south,yes
T04376,62,49.6,month-to-month,dsl,no,no,yes,no,mailed check,0,no,no,1,0,0,142,no,islands,no
T06106,11,34.1,month-to-month,dsl,yes,no,no,yes,mailed check,0,yes,no,1,1,1,174,yes,centre,yes
T02382,5,48.9,one-year,dsl,no,no,no,yes,bank transfer,1,no,no,2,2,0,29,no,islands,no
T00971,38,71.6,one-year,dsl,yes,yes,no,no,e-check,0,yes,no,1,1,0,92,no,islands,no
T01236,51,107.7,month-to-month,fibre,no,yes,no,no,card,0,yes,no,1,1,0,107,yes,islands,yes
T06876,46,108.6,one-year,dsl,no,no,yes,no,card,0,yes,no,2,0,1,66,no,centre,no
T05631,35,24.4,two-year,dsl,no,no,no,yes,card,0,yes,no,2,1,2,30,no,centre,no
T03448,3,38.7,two-year,none,no,no,yes,no,bank transfer,0,no,yes,0,0,0,113,no,islands,no
T00379,42,100.3,month-to-month,fibre,no,no,yes,no,card,0,yes,no,1,0,0,118,no,south,no
T02934,30,97,two-year,dsl,yes,no,yes,yes,mailed check,1,no,no,1,0,0,54,no,islands,no
T05650,35,85,month-to-month,none,yes,no,no,yes,card,0,no,no,1,1,0,9,no,islands,no
T05010,30,55.4,one-year,fibre,yes,no,yes,yes,card,0,no,no,1,0,1,20,no,islands,no
T04029,30,74.7,month-to-month,fibre,no,no,yes,no,bank transfer,0,yes,yes,2,0,2,126,no,south,yes
T02057,5,25.1,month-to-month,fibre,yes,yes,yes,yes,e-check,0,yes,no,1,1,0,83,no,south,no
T01925,1,99.7,month-to-month,none,no,no,yes,yes,bank transfer,0,no,yes,1,1,2,69,no,islands,yes
T06143,121,48.8,month-to-month,fibre,yes,no,yes,yes,e-check,0,no,no,1,2,0,63,no,north,no
T00340,44,64.7,month-to-month,none,no,yes,yes,yes,mailed check,0,yes,no,2,1,0,48,yes,south,no
T00225,16,58.4,month-to-month,dsl,yes,no,no,yes,bank transfer,0,yes,yes,1,0,3,37,no,south,yes
T01062,2,89.3,two-year,fibre,no,yes,no,yes,mailed check,0,yes,no,1,1,0,90,no,north,no
T05704,12,92.5,month-to-month,fibre,yes,yes,no,yes,mailed check,0,no,no,1,1,0,103,no,south,yes
T04665,28,41.4,month-to-month,fibre,no,yes,no,no,card,0,no,no,1,1,0,71,no,centre,no
T04260,7,57.7,two-year,fibre,no,no,yes,yes,mailed check,0,no,no,3,2,0,228,no,islands,no
T04464,18,70.1,one-year,dsl,no,yes,no,no,card,0,yes,no,2,1,1,63,no,islands,no
T04920,12,27.7,month-to-month,dsl,yes,no,no,yes,card,0,yes,no,1,1,0,70,no,north,no
T04918,2,83.2,month-to-month,dsl,yes,yes,yes,yes,e-check,1,yes,yes,1,0,0,90,no,islands,no
T02113,60,68.1,one-year,none,yes,yes,yes,yes,e-check,0,yes,no,2,0,0,146,no,centre,no
T04973,60,108.1,month-to-month,fibre,yes,no,no,yes,e-check,0,no,no,1,1,0,179,yes,centre,no
T03749,1,98.5,one-year,none,no,no,no,yes,mailed check,1,yes,no,0,1,0,7,yes,islands,no
T03574,21,40.1,month-to-month,dsl,yes,yes,no,yes,mailed check,0,yes,no,1,0,0,64,no,islands,no
T02566,1,68,month-to-month,fibre,yes,no,yes,yes,bank transfer,0,no,no,2,0,0,93,no,centre,no
T03181,8,50.9,month-to-month,fibre,yes,no,yes,yes,e-check,0,yes,no,2,2,1,59,no,islands,yes
T02157,65,47.1,month-to-month,none,no,yes,no,no,card,1,no,no,1,3,1,58,no,centre,yes
T00307,5,67.6,month-to-month,fibre,no,no,yes,no,mailed check,0,no,no,1,0,0,181,yes,north,no
T03457,76,21.3,month-to-month,fibre,no,yes,no,yes,mailed check,0,yes,yes,2,0,0,29,yes,islands,no
T01351,50,55.8,two-year,fibre,no,no,yes,yes,mailed check,0,no,no,2,1,0,9,no,islands,no
T03577,53,31.8,two-year,dsl,no,no,yes,no,e-check,0,no,yes,2,0,1,58,no,islands,no
T01506,112,49,month-to-month,dsl,yes,no,no,yes,card,0,yes,no,1,1,0,85,yes,centre,no
T02037,15,96.9,month-to-month,none,no,no,yes,yes,bank transfer,0,yes,no,3,0,1,79,no,islands,no
T02422,26,32.5,month-to-month,dsl,no,no,yes,yes,bank transfer,0,no,no,0,0,0,11,no,centre,no
T01743,31,50.8,month-to-month,none,no,no,yes,yes,card,0,no,no,1,0,2,66,yes,islands,no
T05033,34,53.7,month-to-month,dsl,no,no,no,no,bank transfer,0,yes,no,1,1,0,45,yes,islands,no
T02131,4,109.8,one-year,none,yes,yes,yes,no,card,1,yes,no,2,1,0,182,yes,islands,no
T05186,53,90.2,month-to-month,none,no,yes,yes,yes,e-check,1,no,yes,1,2,1,36,no,centre,yes
T02308,38,35.1,month-to-month,fibre,yes,no,yes,yes,e-check,0,no,no,3,1,1,34,no,south,yes
T02034,39,28.5,month-to-month,fibre,no,no,no,yes,mailed check,1,yes,no,0,0,0,28,yes,north,no
T06312,94,28.6,one-year,fibre,yes,no,yes,no,mailed check,0,yes,no,1,4,1,20,yes,centre,no
T01426,15,99.3,month-to-month,fibre,no,yes,yes,yes,mailed check,0,no,no,2,2,0,95,no,north,yes
T00575,127,82,month-to-month,none,no,no,no,yes,mailed check,1,yes,no,1,1,0,49,no,south,yes
T03245,4,81.6,two-year,fibre,yes,no,no,no,mailed check,1,no,yes,0,2,1,93,no,south,no
T04092,9,43,month-to-month,fibre,yes,no,no,yes,mailed check,1,no,no,1,0,0,60,no,south,no
T05479,5,37.6,month-to-month,dsl,no,no,no,no,card,0,yes,no,0,0,0,150,yes,centre,no
T06653,105,86.2,month-to-month,fibre,no,no,yes,yes,mailed check,0,no,no,1,1,0,74,no,centre,yes
T01650,23,39.7,month-to-month,dsl,no,no,no,yes,card,0,yes,yes,2,1,1,57,yes,south,no
T04522,10,64.6,two-year,fibre,yes,yes,no,no,bank transfer,0,yes,no,2,0,1,50,no,centre,no
T00604,29,37.2,two-year,dsl,no,yes,no,yes,card,0,no,no,1,0,0,129,no,centre,no
T05040,1,52.1,month-to-month,fibre,no,no,no,yes,card,0,no,no,3,1,0,86,yes,centre,no
T06624,1,81.5,two-year,fibre,no,no,yes,yes,bank transfer,1,no,no,2,1,0,48,no,islands,no
T00554,4,65.6,one-year,none,no,no,yes,yes,mailed check,0,yes,no,1,1,1,34,yes,islands,yes
T00349,33,47.8,month-to-month,dsl,yes,yes,yes,no,e-check,1,no,no,1,0,1,106,yes,centre,no
T05358,6,79.8,two-year,dsl,no,no,yes,yes,mailed check,1,no,yes,1,0,0,127,no,south,no
T04915,4,87.8,month-to-month,none,no,no,no,yes,card,0,yes,no,2,3,1,126,no,islands,yes
T04346,4,87.7,month-to-month,fibre,no,no,yes,no,e-check,0,yes,no,1,1,0,50,no,centre,yes
T01131,21,72.7,month-to-month,fibre,yes,no,no,yes,e-check,1,no,yes,2,1,1,145,no,centre,yes
T03743,56,21.4,one-year,dsl,yes,no,yes,yes,e-check,0,no,no,1,0,0,55,no,north,no
T00208,47,44.8,month-to-month,fibre,yes,no,yes,no,card,0,no,yes,1,0,0,144,no,islands,no
T02786,1,54.5,month-to-month,fibre,yes,yes,yes,no,mailed check,0,yes,no,0,0,0,41,no,south,no
T02180,33,66,two-year,fibre,no,no,yes,yes,bank transfer,0,no,no,0,0,0,83,no,north,no
T03380,96,25.2,month-to-month,dsl,no,no,yes,yes,card,0,yes,no,0,0,0,42,no,north,no
T03301,72,79.5,month-to-month,fibre,no,yes,no,no,e-check,0,yes,yes,1,1,0,64,no,north,no
T04587,43,31.1,one-year,fibre,no,yes,no,yes,mailed check,1,no,yes,2,2,1,143,no,centre,no
T06220,44,105.3,month-to-month,fibre,yes,no,no,no,bank transfer,0,no,no,2,0,1,29,no,south,yes
T06760,113,79.5,month-to-month,fibre,no,yes,yes,yes,card,0,yes,no,2,1,2,52,no,centre,no
T03422,187,34.6,month-to-month,none,no,no,no,no,bank transfer,0,yes,no,1,0,0,43,no,north,no
T01633,9,89.8,month-to-month,dsl,yes,no,yes,yes,bank transfer,0,yes,yes,3,0,1,53,no,north,no
T00626,49,76,one-year,fibre,no,no,yes,yes,bank transfer,0,no,yes,2,1,0,13,no,north,no
T03526,66,56.3,month-to-month,fibre,yes,yes,yes,yes,bank transfer,0,yes,yes,2,1,1,119,no,south,no
T04472,154,83.8,month-to-month,fibre,no,no,yes,no,mailed check,0,yes,yes,0,0,0,74,no,south,no
T01089,18,56.8,month-to-month,fibre,no,no,yes,yes,card,0,no,no,1,1,0,53,no,south,no
T00108,9,33.1,month-to-month,dsl,yes,no,no,no,mailed check,0,yes,yes,3,2,0,73,no,centre,no
T00725,10,26.5,month-to-month,dsl,yes,yes,no,yes,bank transfer,0,no,yes,2,1,2,155,no,north,no
T01672,31,37.1,one-year,none,no,no,no,yes,bank transfer,0,yes,no,1,0,2,13,no,south,no
T02630,2,31.6,month-to-month,dsl,yes,yes,no,yes,mailed check,0,no,yes,1,2,0,235,no,south,no
T03643,16,94.2,month-to-month,dsl,no,no,yes,yes,e-check,1,no,yes,2,3,0,25,no,centre,yes
T02719,65,64.5,month-to-month,dsl,no,no,no,yes,bank transfer,1,yes,no,1,0,2,28,no,centre,no
T01020,1,67.8,month-to-month,dsl,yes,no,yes,yes,mailed check,0,no,no,1,1,1,21,no,south,no
T00111,37,66.4,month-to-month,dsl,no,no,yes,yes,mailed check,0,no,no,1,1,0,89,yes,centre,no
T05412,24,30,two-year,none,no,yes,no,yes,mailed check,0,no,no,2,0,0,144,no,centre,no
T00209,74,66.1,month-to-month,dsl,no,no,no,yes,mailed check,0,no,yes,0,1,0,48,no,centre,yes
T00501,18,38.4,one-year,dsl,no,no,yes,yes,e-check,0,yes,no,1,2,0,205,yes,south,no
T00368,68,60.9,month-to-month,fibre,yes,yes,yes,yes,mailed check,0,no,no,2,2,0,82,no,south,no
T03345,51,66.3,month-to-month,fibre,yes,no,yes,no,bank transfer,0,yes,no,2,1,1,48,no,south,no
T02697,12,83.3,two-year,fibre,yes,no,yes,no,bank transfer,1,yes,no,1,1,1,49,no,south,no
T05837,13,109.6,month-to-month,fibre,no,yes,yes,yes,bank transfer,0,no,no,1,1,0,89,yes,north,no
T05261,10,90.9,month-to-month,fibre,no,yes,no,yes,bank transfer,0,no,no,1,0,0,55,yes,centre,yes
T06974,8,77.5,month-to-month,dsl,no,no,no,yes,bank transfer,0,yes,no,3,3,0,20,no,north,no
T02755,23,30,month-to-month,fibre,no,no,yes,yes,mailed check,0,no,no,2,2,0,62,no,islands,no
T01852,28,106.6,one-year,fibre,yes,no,yes,yes,bank transfer,1,yes,no,2,2,1,108,yes,north,no
T05185,2,105.9,two-year,dsl,no,no,no,no,bank transfer,1,no,no,3,1,0,120,no,north,yes
T04649,42,55.7,month-to-month,fibre,no,no,yes,yes,card,1,no,yes,1,0,0,87,yes,centre,no
T05678,20,100.6,month-to-month,dsl,yes,no,no,no,mailed check,0,yes,yes,1,0,3,48,no,centre,yes
T02123,47,96.2,two-year,dsl,no,no,yes,no,mailed check,0,yes,no,1,1,2,160,no,south,no
T04500,16,29.3,two-year,dsl,no,no,yes,no,card,0,no,no,1,1,0,181,no,north,no
T06352,3,65.8,month-to-month,none,no,yes,yes,yes,mailed check,0,yes,no,3,1,0,81,no,centre,yes
T01558,38,94.5,month-to-month,fibre,no,no,no,no,bank transfer,0,no,no,1,1,0,120,no,islands,yes
T00074,57,31.9,two-year,fibre,no,yes,yes,yes,card,0,yes,yes,2,0,0,211,no,south,no
T06316,47,25.6,one-year,fibre,no,yes,yes,yes,bank transfer,0,yes,no,1,0,2,195,no,islands,no
T03209,3,31.8,month-to-month,none,yes,no,no,no,e-check,0,no,no,1,1,0,165,no,south,no
T03469,143,96.6,one-year,dsl,no,no,no,yes,e-check,1,no,no,1,0,0,65,no,centre,no
T00436,36,49.5,two-year,fibre,no,no,no,yes,bank transfer,0,no,yes,1,1,0,237,no,north,no
T03383,22,96.4,month-to-month,fibre,no,no,no,yes,mailed check,0,no,no,1,0,0,76,no,centre,yes
T06570,12,75.5,one-year,fibre,yes,no,no,yes,bank transfer,1,yes,yes,3,2,0,26,no,islands,no
T03050,20,107.4,month-to-month,fibre,no,no,yes,no,mailed check,0,no,no,1,1,0,4,no,centre,yes
T00211,50,22.9,month-to-month,fibre,no,no,yes,no,e-check,1,no,no,1,1,2,76,yes,south,no
T05473,9,28.9,one-year,fibre,no,no,yes,yes,card,0,no,no,2,0,1,70,no,north,no
T03128,25,95.3,two-year,dsl,no,no,yes,no,e-check,0,yes,no,1,0,2,138,no,north,no
T02503,16,27.1,month-to-month,dsl,yes,no,no,yes,e-check,0,no,no,2,3,1,215,yes,north,yes
T03904,87,58.9,month-to-month,dsl,yes,yes,no,yes,card,0,yes,no,2,0,1,18,no,islands,no
T02026,38,34.7,two-year,fibre,no,no,no,yes,bank transfer,0,yes,no,1,0,0,69,no,centre,no
T01861,4,86.4,month-to-month,fibre,yes,yes,yes,yes,bank transfer,0,no,yes,2,0,0,111,yes,centre,no
T00747,22,89.9,month-to-month,dsl,yes,no,yes,yes,e-check,1,no,no,2,1,1,346,no,centre,no
T03551,12,79.8,month-to-month,none,no,yes,no,yes,mailed check,1,no,yes,0,0,0,238,no,north,no
T06501,83,82.7,month-to-month,fibre,no,yes,yes,no,mailed check,0,yes,yes,1,1,0,8,no,centre,no
T04498,20,106.9,month-to-month,fibre,no,yes,yes,no,e-check,0,yes,no,2,2,0,190,yes,islands,no
T05520,68,24.4,month-to-month,fibre,no,yes,yes,no,card,0,yes,no,1,0,0,74,no,south,no
T04405,91,59.4,one-year,fibre,no,no,no,no,mailed check,1,no,no,1,2,2,87,no,islands,yes
T05365,19,106.6,one-year,dsl,no,no,no,yes,bank transfer,0,yes,no,2,1,1,106,no,north,no
T02662,3,64.4,month-to-month,fibre,no,yes,no,yes,bank transfer,0,no,yes,1,0,0,206,no,islands,yes
T01002,25,73,two-year,dsl,no,yes,yes,yes,e-check,0,yes,no,1,1,1,160,no,south,no
T06038,30,26.7,month-to-month,fibre,no,no,yes,yes,card,0,no,no,1,0,0,27,yes,north,no
T03771,33,51.4,two-year,dsl,no,no,yes,yes,card,0,no,no,1,1,0,4,no,centre,no
T06888,7,81.6,two-year,dsl,no,yes,yes,yes,card,0,no,no,2,1,0,79,no,islands,no
T02909,26,103.6,month-to-month,dsl,no,no,yes,yes,e-check,0,yes,no,1,0,1,203,no,centre,no
T01434,1,93.6,two-year,none,yes,no,no,yes,card,0,no,no,3,0,1,59,yes,islands,no
T04486,32,54,one-year,fibre,yes,no,no,yes,mailed check,0,no,yes,2,2,1,124,no,south,no
T02242,35,20,month-to-month,fibre,no,no,yes,no,card,0,yes,yes,2,0,1,88,no,north,no
T04178,1,65.9,month-to-month,fibre,yes,yes,yes,yes,bank transfer,0,no,yes,0,1,0,220,no,centre,no
T03317,10,70.2,two-year,none,no,no,yes,yes,card,0,yes,no,3,1,0,15,no,centre,no
T06728,2,67.4,month-to-month,none,no,yes,no,yes,mailed check,0,no,no,1,1,0,3,no,islands,yes
T04972,27,51.2,month-to-month,fibre,yes,no,yes,yes,mailed check,0,no,no,2,1,1,50,no,south,no
T03655,34,73,month-to-month,fibre,no,yes,yes,yes,mailed check,0,no,no,2,1,1,149,no,islands,yes
T05935,46,63.4,month-to-month,dsl,no,no,no,no,bank transfer,1,yes,no,0,1,0,3,yes,islands,no
T04302,8,56.9,month-to-month,fibre,no,no,no,yes,card,0,no,yes,0,0,0,84,no,islands,yes
T06067,7,28.9,one-year,fibre,no,no,yes,yes,e-check,0,yes,no,2,2,1,48,no,centre,yes
T00188,119,44.9,one-year,fibre,yes,yes,yes,yes,mailed check,0,yes,no,1,0,1,117,no,north,no
T05403,83,45.5,two-year,dsl,no,no,no,yes,card,0,yes,yes,1,1,0,109,yes,islands,no
T05762,53,34.6,month-to-month,dsl,yes,yes,no,yes,mailed check,0,no,no,1,1,0,33,no,centre,no
T03447,13,104.5,month-to-month,dsl,yes,no,no,yes,e-check,0,yes,no,1,3,0,62,no,islands,yes
T03175,11,80.7,month-to-month,fibre,yes,no,no,no,bank transfer,0,no,yes,3,1,1,24,no,south,yes
T02315,55,61.1,month-to-month,fibre,yes,yes,yes,yes,mailed check,0,yes,yes,2,1,1,109,no,south,no
T05866,8,31.3,two-year,dsl,no,no,yes,yes,bank transfer,0,yes,yes,3,0,1,47,no,centre,no
T02301,15,56.7,month-to-month,dsl,no,yes,no,yes,bank transfer,0,yes,no,1,1,1,13,no,north,no
T02305,67,97.7,month-to-month,dsl,no,yes,yes,yes,mailed check,0,no,no,1,2,0,20,yes,south,yes
T00227,18,67.8,one-year,dsl,no,yes,yes,no,mailed check,0,no,yes,2,0,0,61,no,islands,no
T06683,45,21.9,month-to-month,fibre,no,no,no,no,e-check,1,yes,no,1,0,2,72,no,islands,yes
T06919,9,23.6,one-year,dsl,no,yes,yes,yes,mailed check,0,no,no,1,0,1,102,no,south,no
T00909,34,78.8,one-year,dsl,yes,no,no,yes,e-check,0,no,no,1,1,0,103,no,islands,no
T02962,4,93.5,month-to-month,dsl,no,no,yes,no,card,1,yes,no,3,0,0,198,no,centre,no
T05596,22,31.3,month-to-month,fibre,no,yes,no,no,bank transfer,0,no,no,1,2,0,78,yes,islands,yes
T02107,11,38.7,one-year,fibre,no,yes,no,no,mailed check,0,yes,yes,3,0,1,238,no,centre,no
T06604,16,60.7,two-year,fibre,no,no,no,yes,bank transfer,0,no,yes,1,0,0,147,no,islands,no
T02980,1,32.6,two-year,none,yes,no,no,yes,e-check,1,no,no,2,0,0,95,no,south,no
T03579,3,73.9,one-year,fibre,no,no,yes,yes,card,0,yes,yes,1,0,0,18,yes,islands,yes
T03693,14,101,two-year,none,no,no,no,no,bank transfer,0,yes,no,1,2,0,78,no,south,no
T02205,9,52,month-to-month,dsl,no,no,yes,no,card,0,no,yes,0,0,0,229,yes,north,no
T01516,22,69.9,two-year,none,no,yes,yes,no,e-check,0,no,no,2,0,0,31,no,centre,no
T01632,45,73.3,one-year,fibre,no,yes,yes,yes,mailed check,0,no,no,1,1,2,73,yes,centre,no
T03682,5,95.2,month-to-month,fibre,no,yes,yes,yes,card,0,yes,no,1,0,2,77,no,islands,yes
T01986,29,103.9,two-year,none,no,no,no,yes,mailed check,0,yes,no,1,0,0,102,yes,centre,no
T06805,32,107.6,one-year,dsl,yes,no,no,no,bank transfer,0,yes,no,1,2,1,80,no,islands,no
T05311,7,38.3,month-to-month,fibre,no,yes,no,yes,e-check,0,yes,no,1,2,0,45,yes,north,yes
T00114,12,97.6,month-to-month,fibre,no,no,yes,no,bank transfer,1,no,no,2,1,2,25,no,north,yes
T00456,10,27.8,one-year,fibre,no,no,no,yes,bank transfer,0,no,no,1,0,0,96,no,islands,no
T01391,16,100.7,two-year,fibre,yes,no,yes,yes,card,0,yes,yes,1,0,0,44,no,south,no
T05597,61,88,month-to-month,fibre,no,yes,yes,yes,card,0,yes,no,1,0,0,128,no,south,no
T02869,56,79.9,month-to-month,none,no,no,no,yes,card,0,yes,no,1,0,0,39,no,north,no
T02685,52,72,one-year,fibre,yes,no,no,no,mailed check,0,yes,no,1,0,0,95,yes,north,no
T01913,23,85.8,two-year,fibre,no,no,yes,yes,card,0,no,no,1,2,0,31,no,south,yes
T05101,15,97.1,two-year,dsl,no,no,no,yes,card,0,no,no,1,2,0,44,no,islands,yes
T00279,36,37.2,two-year,fibre,no,yes,yes,no,mailed check,1,no,no,1,0,1,25,no,south,no
T04200,23,30.2,month-to-month,dsl,no,no,no,no,bank transfer,0,no,yes,1,1,0,96,no,north,yes
T03595,164,75.3,two-year,dsl,no,no,yes,no,mailed check,0,no,yes,1,1,0,93,no,centre,no
T03802,11,70.3,month-to-month,dsl,yes,no,yes,no,e-check,0,yes,no,1,0,0,219,no,north,no
T03355,11,54.3,month-to-month,none,no,yes,no,no,e-check,0,yes,no,2,0,2,15,no,islands,yes
T04444,14,53,two-year,dsl,yes,no,no,no,e-check,0,yes,no,1,1,1,75,no,north,no
T00311,116,71.3,one-year,none,yes,no,yes,yes,mailed check,1,yes,yes,1,1,0,27,no,islands,no
T04377,3,73.3,month-to-month,dsl,no,yes,yes,yes,e-check,0,no,no,2,1,0,13,no,south,no
T00370,141,47.8,one-year,fibre,no,yes,yes,no,bank transfer,0,no,no,2,1,0,166,no,south,no
T02555,27,23.7,one-year,none,no,no,no,yes,mailed check,0,yes,no,1,4,0,3,no,south,no
T02475,38,45.8,one-year,dsl,yes,yes,yes,yes,card,0,no,no,2,0,0,182,no,north,yes
T04347,41,27.3,month-to-month,dsl,yes,yes,yes,yes,bank transfer,0,no,no,1,0,1,129,no,south,no
T00756,7,57.6,month-to-month,dsl,no,no,yes,yes,mailed check,0,yes,no,2,0,0,57,no,centre,no
T02777,11,74.8,month-to-month,none,yes,yes,yes,no,mailed check,0,yes,yes,1,0,0,56,no,north,no
T05639,33,55.3,month-to-month,fibre,yes,no,yes,no,mailed check,0,yes,no,1,2,0,44,no,south,yes
T04112,46,35.1,month-to-month,dsl,yes,yes,yes,yes,mailed check,0,yes,no,1,0,0,114,no,islands,no
T06369,27,94.4,month-to-month,dsl,no,no,no,yes,mailed check,1,no,no,1,1,0,21,no,south,no
T04623,16,38.5,one-year,dsl,yes,yes,yes,yes,e-check,0,no,no,1,0,3,14,no,south,no
T02395,51,78.7,one-year,none,no,yes,yes,yes,mailed check,0,no,yes,1,2,1,107,no,islands,yes
T02831,8,80.9,one-year,dsl,no,no,yes,yes,e-check,0,no,no,1,1,0,114,yes,centre,no
T06645,48,69.8,one-year,fibre,yes,yes,no,yes,card,0,no,no,2,1,0,12,no,centre,no
T05874,6,45.9,month-to-month,none,yes,no,no,yes,mailed check,0,yes,no,1,1,0,66,no,south,no
T05939,1,24,month-to-month,dsl,yes,no,no,yes,mailed check,0,no,no,2,3,1,56,no,south,yes
T06381,110,45.3,month-to-month,dsl,yes,no,no,no,mailed check,0,no,no,1,2,1,105,no,south,no
T06748,23,62.9,one-year,dsl,no,no,yes,yes,mailed check,0,no,no,2,1,2,30,no,islands,yes
T06929,7,106.1,one-year,dsl,no,no,no,yes,bank transfer,0,no,no,2,1,0,65,yes,south,no
T05336,7,56.3,one-year,dsl,yes,no,no,no,e-check,0,yes,no,1,0,1,48,yes,north,no
T00684,26,60.8,one-year,fibre,yes,no,yes,yes,bank transfer,0,no,no,3,1,1,140,no,islands,no
T01812,2,96.7,month-to-month,dsl,yes,no,yes,yes,card,0,yes,no,0,0,0,55,yes,islands,no
T06018,18,47.9,month-to-month,dsl,no,no,yes,no,e-check,0,no,no,1,1,0,21,no,north,no
T06124,102,44,month-to-month,fibre,yes,yes,yes,yes,e-check,0,no,no,1,0,0,78,no,north,no
T06468,11,96.5,month-to-month,dsl,no,no,yes,no,e-check,0,no,no,1,0,1,47,no,south,yes
T06228,12,105.5,one-year,none,no,no,no,yes,e-check,0,no,yes,2,1,0,84,no,islands,no
T06432,11,105.5,month-to-month,dsl,no,no,yes,yes,mailed check,1,no,no,1,0,1,57,no,south,no
T00487,17,107.3,one-year,none,no,yes,no,no,e-check,1,yes,yes,2,0,0,244,no,south,yes
T01834,23,59.4,month-to-month,dsl,yes,no,no,yes,e-check,0,yes,no,1,1,0,80,no,centre,no
T05240,12,108,two-year,dsl,yes,no,no,yes,e-check,1,no,no,2,1,0,94,no,islands,no
T01291,14,79.1,two-year,none,no,yes,yes,no,bank transfer,0,no,no,3,0,2,154,no,centre,no
T02690,3,92.9,month-to-month,fibre,yes,no,no,yes,e-check,0,no,no,2,1,1,65,no,south,yes
T01816,51,50.5,month-to-month,fibre,no,yes,yes,yes,mailed check,0,no,no,1,1,1,331,no,centre,yes
T02007,10,81.8,month-to-month,fibre,no,no,yes,no,mailed check,0,yes,no,2,2,2,152,no,north,no
T01190,2,79.8,one-year,dsl,no,yes,yes,no,card,0,no,no,1,1,2,148,no,south,no
